data_year,month_number,report_month_start_date,organization_id,expenses_group_id,ВидПроекта_GUID,ФункцияПроекта_GUID,project_objective,scenario,indicator_value,project_type_high_level
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,8455fa7e-e79b-402e-af69-87b268922218,7539E59D-C019-494A-848D-74CF42B97DD3,97A81FA9-D001-4C72-B510-1735D18101A6,Антириск,Факт,2347.49,VEST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,E485F573-A1AD-4177-BE64-F6DD3DC09588,8CEC4D9A-AD88-42DA-AF44-63796869F5F3,Повышение уровня надежности и безаварийности,Факт,26.07,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,AA3CC8A0-1DF8-4020-8438-4005ADCA65C3,3C174E62-E9CA-4197-85E1-A3FCEADB5BEA,Повышение уровня надежности и безаварийности,Факт,697.51,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,8455fa7e-e79b-402e-af69-87b268922218,A07E673E-E5CB-4028-9151-933511CDADBF,0D34AE7B-7088-4EC4-A1F1-D7419C0F37BC,Повышение уровня надежности и безаварийности,Факт,13.56,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,2151701B-CA03-452B-9FFD-D370EC2D4A5D,1D4627E8-EA42-4885-9B4D-F1C11AF3647D,Повышение уровня надежности и безаварийности,Факт,782.5,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,EB1A2EAC-C2E3-47FB-8902-620F1EB191DC,47E70470-DB34-45BD-9EAD-FB50F770FA87,Повышение уровня надежности и безаварийности,Факт,40.03,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,874E3F5E-7E81-4E45-B613-5CB1C680F8A5,DF52EA91-444D-45AA-B3DB-58E12B2BD072,Повышение уровня надежности и безаварийности,Факт,743.37,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,ADB2F30E-2546-4116-9C76-E73963B0D146,9468BB4F-3DBF-474C-AB14-4742F93B2D34,Повышение уровня надежности и безаварийности,Факт,0.63,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,A3EDF2A1-335A-4D4B-8B2B-7F5E02FF441A,DA35F41B-8FB0-41C7-A1BE-1088BF609BDF,Повышение уровня надежности и безаварийности,Факт,1324.48,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,FFD4A700-25D0-4238-AD21-FFB752C721C3,98D3D016-3F78-43E3-B045-6C3E5ED13C2D,Повышение уровня надежности и безаварийности,Факт,63.35,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,A42E7693-145F-4CE7-854B-F3441D5BAF02,EF8B6747-882E-4F62-AEDF-AF08CF381D99,Повышение уровня надежности и безаварийности,Факт,89.8,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,E874E3AC-C30A-4B90-80C5-EF9B4458EB46,4B661AC9-6321-40D2-8667-70EA501FE34F,Повышение уровня надежности и безаварийности,Факт,34.03,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,0D1F6B94-FE74-447A-AC47-8109B14F936C,AC50A7E9-4023-460D-AF1A-CA2F87178967,Повышение уровня надежности и безаварийности,Факт,13.14,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,C75289FD-8EF7-4388-8966-B52AF00276FA,21A0860C-45DA-4B92-86BA-A6302C1660DB,Повышение уровня надежности и безаварийности,Факт,2204.76,VEST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,8455fa7e-e79b-402e-af69-87b268922218,A56B4915-0115-4A0D-BB85-CB4677B54D27,9C0C46C2-8B2D-42D7-98C8-EA700B11522F,Повышение уровня надежности и безаварийности,Факт,50.67,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,39559CA7-E9E4-432E-9625-F4BBBD11E92F,09DD5024-08F1-4497-B6BA-9A42C80026BB,Повышение уровня надежности и безаварийности,Факт,36.6,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,CD8CA3CB-43C0-4AE5-85E5-920EC89FCC41,ABC54D32-9A7B-4EA5-B366-BA3F9977916F,Повышение уровня надежности и безаварийности,Факт,374.04,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,B7382CE9-6052-4570-A62B-E22481B5B0A4,703E9521-CB1C-4C2C-B6DC-FCB1F12A8D6B,Повышение уровня надежности и безаварийности,Факт,14.28,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,5D8B5683-9C50-4343-8158-2E53466EEF78,D780FF5E-B4F6-49B8-89C3-4CC60CF446CF,Повышение уровня надежности и безаварийности,Факт,7.32,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,ae12bd97-0671-43df-a492-7633a341ec76,D9870C63-089D-4B28-88B7-ED5667A0677A,F5859490-0AF7-4E04-9CC7-2A6E646A71FF,Повышение уровня надежности и безаварийности,Факт,3.99,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,314DC9E7-362F-48C6-9E03-B81AFC2252DD,0932A646-02FF-4BDC-9323-80FE46884205,Повышение уровня надежности и безаварийности,Факт,70.01,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,C6655D54-F39B-46D7-ACFA-EAFE117BD3AF,F243E644-5EDE-4CFD-ACCD-F61053E1398B,Повышение уровня надежности и безаварийности,Факт,2.42,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,5FF9BF11-3A4C-45B8-8DDA-234B957007DC,90E8E675-C8E1-4638-99C5-6B4E65AE99CD,Повышение уровня надежности и безаварийности,Факт,68.73,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,4543FE0A-B2DF-4571-AA51-E5FA41F58CC1,26807972-A9FC-477C-B86C-1365A782974E,Повышение уровня надежности и безаварийности,Факт,-4.5,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,52989D2C-5204-476D-8FE7-69B82D1654B8,97CADE4B-A5AB-4D5E-BED5-FB75121D6A9D,Повышение уровня надежности и безаварийности,Факт,1.88,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,A747793F-ACB6-42FB-980B-C3148CFA282A,7C428B69-8E24-4EF9-9B24-852B40A0B7EB,Повышение уровня надежности и безаварийности,Факт,37.72,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,0C82786E-E4F4-4D09-83C8-5489A4D4D119,45314A3D-AF1F-4026-8142-0D850D5349F9,Повышение уровня надежности и безаварийности,Факт,160.31,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,6F467608-6F6E-462F-ADB1-94B8F810CE44,5E0237F6-7744-4C11-8AB0-794FA0427E42,Повышение уровня надежности и безаварийности,Факт,11.58,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,76DBD057-051A-48F6-A7E9-2372C5213842,9F977327-204E-48DF-90BB-D3DDCC077EF6,Повышение уровня надежности и безаварийности,Факт,37.23,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,6569C19A-EFE3-47E1-9132-63E7341C1D45,D8D38A18-66EA-4FCF-9D68-58830C0FCF6E,Повышение уровня надежности и безаварийности,Факт,14.08,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,3bbfd462-ebd2-4c8d-96ee-9932acdbf194,B19CF1B0-2B21-46DA-BF69-7C483B787740,F73E355F-01EE-4883-9597-670311C212C7,Повышение уровня надежности и безаварийности,Факт,726.71,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,95E10C21-C78F-4D56-A7BE-243D2EF89733,EF0CA1EB-DFFB-4D08-B9C2-124F066419B0,Антириск,Факт,3584.51,VEST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,3bbfd462-ebd2-4c8d-96ee-9932acdbf194,8A293FBC-A53C-4574-9D17-B7615C5245DF,2BA430CF-C09B-40FA-A6EC-B86B33B4B9E5,Антирисковые проекты,Факт,3230.8,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,AD634C95-C232-4CCD-90E9-E06CE061EAF5,1D4FC01B-1A28-4B52-8484-B0EBD6B4254F,Повышение уровня надежности и безаварийности,Факт,51.74,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,445DDA73-E320-4089-A4A4-86AC39B4D94C,4FE4E77C-F92F-48B9-8666-FD99BCA22084,Повышение уровня надежности и безаварийности,Факт,420.2,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,A4A93A77-FFD5-4267-ABF7-1643A28A345B,5F3AF7D2-7A34-4626-B628-E2EAD0A8EE31,Повышение уровня надежности и безаварийности,Факт,0.95,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,DC95D6C8-BA85-498B-9FAC-F6C65CA0B0A1,25F1DD1C-B053-4D1F-BC1E-54BCA80DC81B,Повышение уровня надежности и безаварийности,Факт,202.23,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,33A135B4-2CB1-4AFF-9D66-69421828B1F6,AC453F4B-DD58-418D-802D-94499E505A00,Повышение уровня надежности и безаварийности,Факт,57.28,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,AA81EDAD-6BFF-49CA-9BE1-E6C467CE595A,EC3F8697-D6DE-4697-AC89-34FB5AF19380,Повышение уровня надежности и безаварийности,Факт,5.29,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,DE80B90A-7A6F-4CC0-91D6-D6CCD71C5764,4493A33C-FC87-4545-A4FB-54AE1EFE8680,Повышение уровня надежности и безаварийности,Факт,1070.92,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,76B6C680-7E90-41BD-9CAA-0110997FB377,19513170-7855-4559-AE4B-136C309A453C,Повышение уровня надежности и безаварийности,Факт,85.19,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,1E88C397-C370-4C66-BB5C-23EAAA3DE3D1,78AE0DC8-1C0C-4859-B05A-695F2D2B5FFF,Повышение уровня надежности и безаварийности,Факт,118.82,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,4B297592-0FCB-4BE1-AA60-4FBFFAAF61C2,34CE7815-2478-47B5-8087-3BCE5CF28867,Новые продукты,Факт,212.87,VEST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,C7CD630F-3F90-41A0-8CBF-61666ED2E752,580874D8-160A-43E1-BD91-E44E8E600504,Повышение уровня надежности и безаварийности,Факт,8.96,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,8F4DF1CC-2E9E-4B38-9EA0-BE805F3A8430,B7D6EACC-A84D-41B2-88E7-3E40F82F754F,Повышение уровня надежности и безаварийности,Факт,0.34,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,CFB1D3B4-9FD8-4321-BE46-665FF4B6D68A,BD12A173-767B-40C6-85F2-AA46B1181240,Повышение уровня надежности и безаварийности,Факт,-0.23,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,900416A5-E129-4A82-8A3F-22478B3FE645,3F95182F-1622-4044-B0FA-6D6F8CB39A8A,Повышение уровня надежности и безаварийности,Факт,71.03,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,F1307AA4-EA0F-45D2-BEE2-7664050B0179,8AF82200-2CDC-4D3C-9E14-7F1038FFC1DF,Повышение уровня надежности и безаварийности,Факт,7.12,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,ED381728-345A-4780-8ED6-35FF737745A4,95FE2C57-0A5A-497F-A2A6-9B2CF9D8F370,Повышение уровня надежности и безаварийности,Факт,98.41,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,26059696-79F3-4C2A-A28F-BDB3C8CB3A0F,A9263ACC-96B6-4086-BE83-2D3E7235DC76,Повышение уровня надежности и безаварийности,Факт,-0.95,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,3bbfd462-ebd2-4c8d-96ee-9932acdbf194,C53CAAED-6344-4DF8-981F-D1DEFAC5B21D,5413014C-8BE5-4077-86AF-4D64D073FC67,Антирисковые проекты,Факт,171.16,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,6F184F68-6C8F-40F6-846E-B50C9431C7C8,9DEAB161-3C80-4B32-AF1D-4A5579B1C347,Повышение уровня надежности и безаварийности,Факт,521.85,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,EBBCB24B-99E8-463A-86AA-2C14F4978AAC,D1AA8F42-25B6-4219-89F6-B8D22E8F79D3,Повышение уровня надежности и безаварийности,Факт,104.52,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,6ED4E472-ADA9-40FA-856F-29A8E4320C92,8FBE92E1-F068-411F-8804-58421AE499FA,Повышение уровня надежности и безаварийности,Факт,27.23,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,8455fa7e-e79b-402e-af69-87b268922218,AF0277CE-B690-4A0C-BA69-B30B646D421F,A0F595BF-CD9C-413B-AB11-3406753D60EE,Повышение уровня надежности и безаварийности,Факт,19.99,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,13CE5744-1B0D-4325-B852-EC4869E44A8D,E1741F5C-EA78-4A72-9A6C-DBA78729A9A0,Повышение уровня надежности и безаварийности,Факт,7.93,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,DB9E35D6-6285-40B1-8385-AF39AEEF1C27,83201BF5-65C1-4999-9F8E-B6E371AD4CEF,Повышение уровня надежности и безаварийности,Факт,272.31,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,F14CCC51-4FC9-453B-BA98-4F977CFCE744,4A33B4BE-7CCE-472F-BA5E-795F039A33BD,Повышение уровня надежности и безаварийности,Факт,116.86,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,E546B236-7FB9-4711-8BF0-E558B67C9DF2,17DBBDAD-2752-4BFB-BC58-904DB4A4D5BC,Повышение уровня надежности и безаварийности,Факт,80.66,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,A3EB4E71-4B3A-46EC-8553-C8D47F84CFAC,11C38B41-3D8C-4975-92CA-4B3D30B1E0AA,Повышение уровня надежности и безаварийности,Факт,0.67,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,14C2B721-1F37-4085-A25D-B149E0FB5194,7ABACD8F-4178-4D54-A9F0-BACEC75023E5,Повышение уровня надежности и безаварийности,Факт,24.39,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,3bbfd462-ebd2-4c8d-96ee-9932acdbf194,BCC8E911-AEC0-4B26-8D12-D81525B65E1A,E41EDB43-41E9-492C-8BCF-6E472214ADEB,Повышение уровня надежности и безаварийности,Факт,146.48,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,1CAD30C8-B95D-473F-8C01-AD87AED7629E,AC5B42C4-2859-4084-8EA2-581B77D56B78,Повышение уровня надежности и безаварийности,Факт,0.98,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,6DD8D31E-102E-4454-B800-65547282AF06,4981EAC2-ED87-47FB-8A3F-07ED3866895C,Повышение уровня надежности и безаварийности,Факт,48.72,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,BA0A7781-3374-4E4B-9308-A0316E06818A,A71A6249-5B0B-4DF9-B8B6-4A1E3F3A1F62,Повышение уровня надежности и безаварийности,Факт,176.53,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,0B2C4B91-190E-45D1-BE86-9667C0A880E0,D01EEDB2-A695-4FDA-A708-9535D1EDF8D6,Повышение уровня надежности и безаварийности,Факт,65.04,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,3D3982EC-B83A-49CC-8E63-09C61D4DDC3B,BADA79C5-B63B-4D37-A503-977F9AC19320,Повышение уровня надежности и безаварийности,Факт,39.5,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,BAEBB3AF-E202-4F53-9082-B4E8768E147C,AEC6720D-B6EE-4012-AD1E-F02AFB0C589E,Повышение уровня надежности и безаварийности,Факт,1.32,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,086AAEB5-0322-4E66-9077-DB2BC18F63B1,EB20DA68-28FC-4678-89E7-FD90C371CFD3,Повышение уровня надежности и безаварийности,Факт,13.15,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,B2D5D6EE-1B61-4C2E-AF75-2E1EF02BFB41,7626218C-35E6-4504-A751-0913A29EB11C,Повышение уровня надежности и безаварийности,Факт,27.47,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,92FFE3DC-A5C7-4B81-87D1-8ABA2DD977A6,E4ACD510-DE34-4654-82E4-0CE1F3993EB3,Повышение уровня надежности и безаварийности,Факт,39.82,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,5D6AE6F2-B31F-44D9-8FD4-21111B66F8B0,085559A5-38EB-49EA-8792-46065774C809,Повышение уровня надежности и безаварийности,Факт,3.18,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,8455fa7e-e79b-402e-af69-87b268922218,82FDF247-8414-44FD-80FC-F6769593FA92,E1B68C3C-8CD2-4326-838A-B5513B313DE9,Повышение уровня надежности и безаварийности,Факт,56.21,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,8455fa7e-e79b-402e-af69-87b268922218,397D9C76-6BDA-4B51-9260-8FDD9371CEE4,10AAEFD9-26E7-41A2-8BE9-AA34F6AE299D,Повышение уровня надежности и безаварийности,Факт,10.07,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,ae12bd97-0671-43df-a492-7633a341ec76,AB5D49F6-50B7-41E0-8C58-78B1F8866C0C,5CA94CA3-05E1-4566-AB7A-B27ABC8FEB2B,Повышение уровня надежности и безаварийности,Факт,598.93,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,CDA5BDA7-5424-4D8A-970A-628CAD666CC6,866526D0-48AA-4C2E-9EA0-14D5A24FE9DB,Повышение уровня надежности и безаварийности,Факт,3.18,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,595BBFA4-57F7-4A7F-B0E8-6217C2511596,7ACD62CF-7016-4D34-89FA-5C021DB44E6A,Повышение уровня надежности и безаварийности,Факт,63.85,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,958865A2-2B30-4F20-B23F-7F16E86113CC,94E843C3-B69D-42E1-9F6A-DD2AF13BCD20,Повышение уровня надежности и безаварийности,Факт,8.83,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,07575A0E-03EB-4551-9A4E-BD5CEE3F5ADD,4FC90FE5-651B-41C4-975F-B765C40171E3,Антирисковые проекты,Факт,5172.11,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,345D0CCA-5EFF-42DA-AF30-25BEA52FB4A0,57C739B3-8232-4315-B6AB-149AE4E6D9C2,Антирисковые проекты,Факт,1134.62,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,7efeae1d-77c4-42a4-b53b-c201984cf6a3,D6DE7F15-97AA-4CF9-9662-61766143AA24,D508C1C3-FD0F-485D-8840-BAB5570F6854,Повышение уровня надежности и безаварийности,Факт,15.05,OST
2024,6,6/1/2024,75bda05a-10c3-11df-9ede-001f3c2880c7,3bbfd462-ebd2-4c8d-96ee-9932acdbf194,95B1CE23-D5DA-4FD8-B59A-654AF6582E48,15DDAEEB-2041-4458-AED3-12AF8ECBAC2F,Охрана труда и ТБ,Факт,92.08,OST
